Этап;Пункт ТУ;Параметр;Адрес УЛК;Код ИСД;Raw;Код ЯЛК;Сигнал;В7, В;ЯЛК, В;Абсолютная погрешность, В;Приведённая погрешность, %;Относительная погрешность, %;Нижний допуск;Верхний допуск;Итог;Сообщение
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 66: контактный сигнал при 0.000000 В";"66";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 66, 3.100000 В";"66";"";"1530.312500";"506.312500";"1";"2.968076";"2.962578";"0.005498";"0.088680";"0.185243";2.93707648;2.99907648;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 66, 6.200000 В";"66";"";"1919.625000";"895.625000";"1";"6.004316";"5.987312";"0.017003";"0.274250";"0.283188";5.97331552;6.03531552;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 66: контактный сигнал при 6.200000 В";"66";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 67, 0.000000 В";"67";"";"121.687500";"121.687500";"0";"-0.020030";"-0.025736";"0.005706";"0.092035";"28.487873";-0.0510300736;0.0109699264;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 67: контактный сигнал при 0.000000 В";"67";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 67, 3.100000 В";"67";"";"1535.375000";"511.375000";"1";"3.009367";"3.001911";"0.007456";"0.120258";"0.247760";2.97836704;3.04036704;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 67, 6.200000 В";"67";"";"1923.375000";"899.375000";"1";"6.034583";"6.016447";"0.018136";"0.292511";"0.300529";6.00358304;6.06558304;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 67: контактный сигнал при 6.200000 В";"67";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 68, 0.000000 В";"68";"";"114.562500";"114.562500";"0";"-0.080634";"-0.081093";"0.000459";"0.007405";"0.569376";-0.1116342464;-0.0496342464;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 68: контактный сигнал при 0.000000 В";"68";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 68, 3.100000 В";"68";"";"1526.375000";"502.375000";"1";"2.940752";"2.931986";"0.008766";"0.141384";"0.298080";2.909752;2.971752;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 68, 6.200000 В";"68";"";"1914.875000";"890.875000";"1";"5.970496";"5.950407";"0.020089";"0.324012";"0.336467";5.939496;6.001496;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 68: контактный сигнал при 6.200000 В";"68";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 69, 0.000000 В";"69";"";"115.500000";"115.500000";"0";"-0.071118";"-0.073810";"0.002692";"0.043415";"3.784864";-0.1021178112;-0.0401178112;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 69: контактный сигнал при 0.000000 В";"69";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 69, 3.100000 В";"69";"";"1529.062500";"505.062500";"1";"2.959633";"2.952867";"0.006767";"0.109141";"0.228634";2.92863328;2.99063328;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 69, 6.200000 В";"69";"";"1919.437500";"895.437500";"1";"6.002677";"5.985855";"0.016822";"0.271320";"0.280239";5.97167712;6.03367712;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 69: контактный сигнал при 6.200000 В";"69";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 70, 0.000000 В";"70";"";"123.500000";"123.500000";"0";"-0.011636";"-0.011654";"0.000018";"0.000289";"0.153962";-0.04263622;0.01936378;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 70: контактный сигнал при 0.000000 В";"70";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 70, 3.100000 В";"70";"";"1538.062500";"514.062500";"1";"3.027587";"3.022791";"0.004796";"0.077352";"0.158405";2.9965872;3.0585872;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 70, 6.200000 В";"70";"";"1926.687500";"902.687500";"1";"6.062155";"6.042184";"0.019971";"0.322118";"0.329442";6.03115488;6.09315488;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 70: контактный сигнал при 6.200000 В";"70";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 74, 0.000000 В";"74";"";"112.625000";"112.625000";"0";"-0.095315";"-0.096147";"0.000832";"0.013417";"0.872715";-0.1263147904;-0.0643147904;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 74: контактный сигнал при 0.000000 В";"74";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 74, 3.100000 В";"74";"";"1526.625000";"502.625000";"1";"2.935265";"2.933929";"0.001337";"0.021560";"0.045540";2.90426528;2.96626528;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 74, 6.200000 В";"74";"";"1916.812500";"892.812500";"1";"5.982197";"5.965461";"0.016737";"0.269945";"0.279773";5.95119712;6.01319712;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 74: контактный сигнал при 6.200000 В";"74";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 75, 0.000000 В";"75";"";"122.750000";"122.750000";"0";"-0.016523";"-0.017481";"0.000958";"0.015458";"5.800293";-0.0475228304;0.0144771696;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 75: контактный сигнал при 0.000000 В";"75";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 75, 3.100000 В";"75";"";"1540.312500";"516.312500";"1";"3.046959";"3.040273";"0.006687";"0.107852";"0.219458";3.01595936;3.07795936;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 75, 6.200000 В";"75";"";"1930.187500";"906.187500";"1";"6.089589";"6.069377";"0.020213";"0.326009";"0.331920";6.05858912;6.12058912;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 75: контактный сигнал при 6.200000 В";"75";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 76, 0.000000 В";"76";"";"115.375000";"115.375000";"0";"-0.072380";"-0.074781";"0.002400";"0.038715";"3.316309";-0.1033803456;-0.0413803456;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 76: контактный сигнал при 0.000000 В";"76";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 76, 3.100000 В";"76";"";"1532.062500";"508.062500";"1";"2.979379";"2.976175";"0.003204";"0.051684";"0.107552";2.9483792;3.0103792;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 76, 6.200000 В";"76";"";"1923.000000";"899.000000";"1";"6.028281";"6.013534";"0.014747";"0.237857";"0.244632";5.99728096;6.05928096;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 76: контактный сигнал при 6.200000 В";"76";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 77, 0.000000 В";"77";"";"118.437500";"118.437500";"0";"-0.052253";"-0.050987";"0.001266";"0.020417";"2.422589";-0.0832527104;-0.0212527104;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 77: контактный сигнал при 0.000000 В";"77";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 77, 3.100000 В";"77";"";"1531.187500";"507.187500";"1";"2.974572";"2.969377";"0.005195";"0.083790";"0.174645";2.94357152;3.00557152;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 77, 6.200000 В";"77";"";"1919.375000";"895.375000";"1";"6.005062";"5.985370";"0.019692";"0.317614";"0.327925";5.97406176;6.03606176;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 77: контактный сигнал при 6.200000 В";"77";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 78, 0.000000 В";"78";"";"127.375000";"127.375000";"0";"0.021664";"0.018452";"0.003212";"0.051799";"14.824279";-0.0093361024;0.0526638976;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 78: контактный сигнал при 0.000000 В";"78";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 78, 3.100000 В";"78";"";"1541.937500";"517.937500";"1";"3.058715";"3.052898";"0.005817";"0.093823";"0.190178";3.02771488;3.08971488;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 78, 6.200000 В";"78";"";"1931.562500";"907.562500";"1";"6.096932";"6.080060";"0.016873";"0.272144";"0.276745";6.06593248;6.12793248;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 78: контактный сигнал при 6.200000 В";"78";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 79, 0.000000 В";"79";"";"119.812500";"119.812500";"0";"-0.039958";"-0.040304";"0.000346";"0.005573";"0.864724";-0.0709583552;-0.0089583552;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 79: контактный сигнал при 0.000000 В";"79";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 79, 3.100000 В";"79";"";"1530.875000";"506.875000";"1";"2.973863";"2.966949";"0.006915";"0.111528";"0.232517";2.94286336;3.00486336;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 79, 6.200000 В";"79";"";"1916.937500";"892.937500";"1";"5.985313";"5.966432";"0.018881";"0.304531";"0.315454";5.95431264;6.01631264;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 79: контактный сигнал при 6.200000 В";"79";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 80, 0.000000 В";"80";"";"119.812500";"119.812500";"0";"-0.039077";"-0.040304";"0.001227";"0.019794";"3.140576";-0.0700766528;-0.0080766528;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 80: контактный сигнал при 0.000000 В";"80";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 80, 3.100000 В";"80";"";"1532.500000";"508.500000";"1";"2.985724";"2.979574";"0.006151";"0.099202";"0.205998";2.95472448;3.01672448;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 80, 6.200000 В";"80";"";"1920.000000";"896.000000";"1";"6.003496";"5.990226";"0.013271";"0.214044";"0.221050";5.97249632;6.03449632;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 80: контактный сигнал при 6.200000 В";"80";"";"";"";"1";"";"";"";"";"";1;1;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 81, 0.000000 В";"81";"";"118.750000";"118.750000";"0";"-0.048360";"-0.048559";"0.000199";"0.003204";"0.410773";-0.0793602464;-0.0173602464;"НОРМА";""
"Аналоговые и контактные сигналы ЯЛК в состояниях 0 и 1";"1.1.4.1, 1.1.4.14";"ЯЛК адрес 81: контактный сигнал при 0.000000 В";"81";"";"";"";"0";"";"";"";"";"";0;0;"НОРМА";""
